canonical_model_id,display_name,family,role,status,parent_model,formal_backtest_start,formal_backtest_end,validation_window,validation_independent,daily_nav_or_returns_available,alpha_beta_ir_computable,primary_benchmark,economic_exposure_benchmark,evidence_paths,supersedes_or_alias_of
v5e_limited_engineering_loop,v5e_limited_engineering_loop,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5e_limited_engineering_loop\current\v5e_loop_summary.json,
v5e_long_horizon_momentum_diagnostic,v5e_long_horizon_momentum_diagnostic,momentum_overlay,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_long_horizon_momentum_diagnostic\current\v5e_long_momentum_summary.json,
v5e_momentum_addenda_closeout_packet,v5e_momentum_addenda_closeout_packet,momentum_overlay,current_artifact,archived_or_superseded,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_momentum_addenda_closeout_packet\current\v5e_momentum_closeout_summary.json,
v5e_pm_quant_formal_review,v5e_pm_quant_formal_review,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_pm_quant_formal_review\current\v5e_pm_quant_review_summary.json,
v5e_post_exit_5min_monitoring_audit_packet,v5e_post_exit_5min_monitoring_audit_packet,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_post_exit_5min_monitoring_audit_packet\current\v5e_post_exit_5min_audit_summary.json,
v5e_post_exit_5min_monitoring_data_gate,v5e_post_exit_5min_monitoring_data_gate,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_post_exit_5min_monitoring_data_gate\current\v5e_post_exit_5min_monitoring_summary.json,
v5e_profit_lock_execution_robust_formal_review,v5e_profit_lock_execution_robust_formal_review,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_profit_lock_execution_robust_formal_review\current\v5e_profit_lock_execution_robust_summary.json,
v5e_profit_lock_main_20pct_sell50,v5e_profit_lock_main_20pct_sell50,governance_or_research_artifact,historical_closeout_forward_only,archived_or_superseded,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,True,True,local_same_pool_or_embedded_benchmark,local_same_pool_or_embedded_benchmark,config/v5_experiment_catalog.json,
v5e_profit_lock_main_forward_paper_execution_tracking,v5e_profit_lock_main_forward_paper_execution_tracking,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_profit_lock_main_forward_paper_execution_tracking\current\v5e_profit_lock_forward_paper_summary.json,
v5e_profit_lock_model_comparison,v5e_profit_lock_model_comparison,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_profit_lock_model_comparison\current\v5e_model_comparison_summary.json,
v5e_quant_spec_single_name_exit,v5e_quant_spec_single_name_exit,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_quant_spec_single_name_exit\current\v5e_quant_spec_summary.json,
v5e_reasonable_momentum_range_test,v5e_reasonable_momentum_range_test,momentum_overlay,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_reasonable_momentum_range_test\current\v5e_reasonable_momentum_summary.json,
v5e_short_financing_etf_cash_proxy_selection_gate,v5e_short_financing_etf_cash_proxy_selection_gate,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_short_financing_etf_cash_proxy_selection_gate\current\v5e_short_financing_etf_selection_summary.json,
v5e_sleeve_cash_bucket_engineering,v5e_sleeve_cash_bucket_engineering,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_sleeve_cash_bucket_engineering\current\v5e_sleeve_cash_bucket_summary.json,
v5e_sleeve_cash_policy_quant_spec,v5e_sleeve_cash_policy_quant_spec,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_sleeve_cash_policy_quant_spec\current\v5e_sleeve_cash_policy_summary.json,
v5e_sleeve_level_risk_release_limited_engineering,v5e_sleeve_level_risk_release_limited_engineering,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5e_sleeve_level_risk_release_limited_engineering\current\v5e_sleeve_level_release_summary.json,
v5e_sleeve_level_risk_release_pm_spec,v5e_sleeve_level_risk_release_pm_spec,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_sleeve_level_risk_release_pm_spec\current\v5e_sleeve_level_risk_release_summary.json,
v5e_sleeve_level_risk_release_quant_spec,v5e_sleeve_level_risk_release_quant_spec,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_sleeve_level_risk_release_quant_spec\current\v5e_sleeve_level_quant_spec_summary.json,
v5e_trigger_day_5min_execution_data_gate,v5e_trigger_day_5min_execution_data_gate,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_trigger_day_5min_execution_data_gate\current\v5e_exit_5min_baostock_fetch_summary.json,
v5e_trigger_day_5min_execution_proxy_test,v5e_trigger_day_5min_execution_proxy_test,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5e_trigger_day_5min_execution_proxy_test\current\v5e_5min_execution_proxy_summary.json,
v5f_1min_forward_observation_append,v5f_1min_forward_observation_append,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_1min_forward_observation_append\current\v5f_1min_forward_observation_summary.json,
v5f_1min_intraday_relative_zone_timing_test,v5f_1min_intraday_relative_zone_timing_test,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_1min_intraday_relative_zone_timing_test\current\v5f_1min_intraday_relative_zone_summary.json,
v5f_1min_microstructure_signal_quality_gate,v5f_1min_microstructure_signal_quality_gate,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_1min_microstructure_signal_quality_gate\current\v5f_1min_microstructure_summary.json,
v5f_1min_queue_123_execution,v5f_1min_queue_123_execution,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_1min_queue_123_execution\current\v5f_1min_queue_123_summary.json,
v5f_1min_vwap_execution_precision_audit,v5f_1min_vwap_execution_precision_audit,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_1min_vwap_execution_precision_audit\current\v5f_1min_vwap_precision_summary.json,
v5f_adaptive_momentum_governance,v5f_adaptive_momentum_governance,momentum_overlay,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5f_adaptive_momentum_governance\current\v5f_adaptive_momentum_summary.json,
v5f_backtest_scope_governance_correction,v5f_backtest_scope_governance_correction,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_backtest_scope_governance_correction\current\v5f_backtest_scope_correction_summary.json,
v5f_clean_forward_target_population,v5f_clean_forward_target_population,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_clean_forward_target_population\current\v5f_clean_forward_target_population_summary.json,
v5f_deployment_governance_paper_workflow,v5f_deployment_governance_paper_workflow,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_deployment_governance_paper_workflow\current\v5f_governance_summary.json,
v5f_event_triggered_mean_reversion_borrowing_test,v5f_event_triggered_mean_reversion_borrowing_test,mean_reversion,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5f_event_triggered_mean_reversion_borrowing_test\current\v5f_mr_borrowing_summary.json,
v5f_extreme_value_reversion,v5f_extreme_value_reversion,mean_reversion,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5f_extreme_value_reversion\current\v5f_extreme_value_reversion_summary.json,
v5f_forward_continuation_v5g01_closeout,v5f_forward_continuation_v5g01_closeout,governance_or_research_artifact,current_artifact,archived_or_superseded,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_forward_continuation_v5g01_closeout\current\v5f_forward_continuation_summary.json,
v5f_forward_paper_tracking_with_v5c_state_tags,v5f_forward_paper_tracking_with_v5c_state_tags,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_forward_paper_tracking_with_v5c_state_tags\current\v5f_v5c_state_tracking_handoff_summary.json,
v5f_forward_paper_v5c_state_tags,v5f_forward_paper_v5c_state_tags,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_forward_paper_v5c_state_tags\current\v5f_v5c_state_tag_summary.json,
v5f_improvement_queue_execution,v5f_improvement_queue_execution,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_improvement_queue_execution\current\v5f_improvement_queue_summary.json,
v5f_internal_subsleeve_candidate_replacement_packet,v5f_internal_subsleeve_candidate_replacement_packet,momentum_overlay,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_internal_subsleeve_candidate_replacement_packet\current\v5f_candidate_replacement_summary.json,
v5f_internal_subsleeve_deep_engineering,v5f_internal_subsleeve_deep_engineering,momentum_overlay,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_internal_subsleeve_deep_engineering\current\v5f_internal_subsleeve_deep_summary.json,
v5f_internal_subsleeve_deep_research_spec,v5f_internal_subsleeve_deep_research_spec,momentum_overlay,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_internal_subsleeve_deep_research_spec\current\v5f_internal_subsleeve_summary.json,
v5f_internal_subsleeve_deployment_governance,v5f_internal_subsleeve_deployment_governance,momentum_overlay,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_internal_subsleeve_deployment_governance\current\v5f_internal_subsleeve_deployment_summary.json,
v5f_internal_subsleeve_forward_paper_tracking,v5f_internal_subsleeve_forward_paper_tracking,momentum_overlay,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_internal_subsleeve_forward_paper_tracking\current\v5f_internal_subsleeve_forward_summary.json,
v5f_internal_subsleeve_pm_quant_review,v5f_internal_subsleeve_pm_quant_review,momentum_overlay,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_internal_subsleeve_pm_quant_review\current\v5f_internal_subsleeve_review_summary.json,
v5f_internal_subsleeve_queue_123_execution,v5f_internal_subsleeve_queue_123_execution,momentum_overlay,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_internal_subsleeve_queue_123_execution\current\v5f_queue_123_summary.json,
v5f_internal_subsleeve_robustness_packet,v5f_internal_subsleeve_robustness_packet,momentum_overlay,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_internal_subsleeve_robustness_packet\current\v5f_internal_subsleeve_robustness_summary.json,
v5f_joinquant_export_checklist,v5f_joinquant_export_checklist,sector_strategy_or_research,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_joinquant_export_checklist\current\v5f_joinquant_export_checklist_summary.json,
v5f_joinquant_now_execution,v5f_joinquant_now_execution,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_joinquant_now_execution\current\v5f_joinquant_now_execution_summary.json,
v5f_joinquant_platform_attribution,v5f_joinquant_platform_attribution,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_joinquant_platform_attribution\current\v5f_joinquant_platform_attribution_summary.json,
v5f_joinquant_platform_forward_handoff,v5f_joinquant_platform_forward_handoff,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_joinquant_platform_forward_handoff\current\v5f_platform_forward_handoff_summary.json,
v5f_local_1min_data_package_audit,v5f_local_1min_data_package_audit,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_local_1min_data_package_audit\current\v5f_local_1min_data_package_audit_summary.json,
v5f_locked_pool_conditional_momentum,v5f_locked_pool_conditional_momentum,momentum_overlay,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5f_locked_pool_conditional_momentum\current\v5f_locked_pool_conditional_momentum_summary.json,
v5f_locked_pool_daily_momentum_governance,v5f_locked_pool_daily_momentum_governance,momentum_overlay,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5f_locked_pool_daily_momentum_governance\current\v5f_locked_pool_daily_momentum_summary.json,
v5f_mean_reversion_diagnostic,v5f_mean_reversion_diagnostic,mean_reversion,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5f_mean_reversion_diagnostic\current\v5f_mean_reversion_summary.json,
v5f_model_comparison_progress,v5f_model_comparison_progress,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_model_comparison_progress\current\v5f_model_comparison_progress_summary.json,
v5f_momentum_weight_tilt_backtest_scope,v5f_momentum_weight_tilt_backtest_scope,momentum_overlay,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_momentum_weight_tilt_backtest_scope\current\v5f_momentum_weight_tilt_backtest_summary.json,
v5f_momentum_weight_tilt_forward_paper_tracking,v5f_momentum_weight_tilt_forward_paper_tracking,momentum_overlay,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_momentum_weight_tilt_forward_paper_tracking\current\v5f_momentum_weight_tilt_forward_summary.json,
v5f_momentum_weight_tilt_limited_engineering,v5f_momentum_weight_tilt_limited_engineering,momentum_overlay,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5f_momentum_weight_tilt_limited_engineering\current\v5f_momentum_weight_tilt_summary.json,
v5f_momentum_weight_tilt_pm_quant_review,v5f_momentum_weight_tilt_pm_quant_review,momentum_overlay,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_momentum_weight_tilt_pm_quant_review\current\v5f_momentum_weight_tilt_pm_quant_summary.json,
v5f_momentum_weight_tilt_quant_spec,v5f_momentum_weight_tilt_quant_spec,momentum_overlay,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_momentum_weight_tilt_quant_spec\current\v5f_momentum_weight_tilt_summary.json,
v5f_needed_model_full_comparison,v5f_needed_model_full_comparison,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_needed_model_full_comparison\current\v5f_needed_model_full_comparison_summary.json,
v5f_overlay_deployment_governance_review,v5f_overlay_deployment_governance_review,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_overlay_deployment_governance_review\current\v5f_overlay_governance_summary.json,
v5f_paper_workflow_artifacts,v5f_paper_workflow_artifacts,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_paper_workflow_artifacts\current\v5f_paper_artifact_summary.json,
v5f_physics_curve_diagnostic_spec,v5f_physics_curve_diagnostic_spec,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_physics_curve_diagnostic_spec\current\v5f_physics_curve_diagnostic_summary.json,
v5f_physics_curve_full_5min_diagnostic,v5f_physics_curve_full_5min_diagnostic,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_physics_curve_full_5min_diagnostic\current\v5f_physics_full5min_summary.json,
v5f_pre2021_5min_blocker_completion,v5f_pre2021_5min_blocker_completion,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_pre2021_5min_blocker_completion\current\v5f_pre2021_5min_completion_summary.json,
v5f_pre2021_factor_panel_repair,v5f_pre2021_factor_panel_repair,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_pre2021_factor_panel_repair\current\v5f_pre2021_factor_panel_repair_summary.json,
v5f_pre2021_multisleeve_mainline_validation,v5f_pre2021_multisleeve_mainline_validation,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5f_pre2021_multisleeve_mainline_validation\current\v5f_pre2021_validation_summary.json,
v5f_pre2021_repaired_multisleeve_data_gate,v5f_pre2021_repaired_multisleeve_data_gate,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_pre2021_repaired_multisleeve_data_gate\current\v5f_pre2021_data_gate_summary.json,
v5f_prebacktest_5min_to_backtest,v5f_prebacktest_5min_to_backtest,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_prebacktest_5min_to_backtest\current\v5f_prebacktest_5min_to_backtest_summary.json,
v5f_prejq_local_closeout,v5f_prejq_local_closeout,governance_or_research_artifact,current_artifact,archived_or_superseded,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_prejq_local_closeout\current\v5f_prejq_local_closeout_summary.json,
v5f_prejq_v5c_v5g_integration,v5f_prejq_v5c_v5g_integration,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_prejq_v5c_v5g_integration\current\v5f_prejq_v5c_v5g_integration_summary.json,
v5f_progress_checkpoint,v5f_progress_checkpoint,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_progress_checkpoint\current\v5f_progress_summary.json,
v5f_quality_value_mean_reversion,v5f_quality_value_mean_reversion,mean_reversion,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5f_quality_value_mean_reversion\current\v5f_qv_mean_reversion_summary.json,
v5f_repaired_baseline_overlay_comparison,v5f_repaired_baseline_overlay_comparison,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_repaired_baseline_overlay_comparison\current\v5f_repaired_overlay_summary.json,
v5f_repaired_overlay_forward_paper_tracking,v5f_repaired_overlay_forward_paper_tracking,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_repaired_overlay_forward_paper_tracking\current\v5f_repaired_overlay_forward_summary.json,
v5f_short_window_reversion_diagnostic,v5f_short_window_reversion_diagnostic,mean_reversion,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_short_window_reversion_diagnostic\current\v5f_short_window_reversion_summary.json,
v5f_short_window_reversion_nav_engineering,v5f_short_window_reversion_nav_engineering,mean_reversion,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5f_short_window_reversion_nav_engineering\current\v5f_short_window_reversion_nav_summary.json,
v5f_short_window_reversion_walk_forward_robustness,v5f_short_window_reversion_walk_forward_robustness,mean_reversion,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_short_window_reversion_walk_forward_robustness\current\v5f_walk_forward_summary.json,
v5f_short_window_spike_reversion_symmetry,v5f_short_window_spike_reversion_symmetry,mean_reversion,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5f_short_window_spike_reversion_symmetry\current\v5f_short_window_spike_reversion_summary.json,
v5f_spike_funded_mr_borrowing_forward_observation,v5f_spike_funded_mr_borrowing_forward_observation,mean_reversion,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_spike_funded_mr_borrowing_forward_observation\current\v5f_spike_mr_forward_summary.json,
v5f_spike_funded_mr_borrowing_independent_validation_gate,v5f_spike_funded_mr_borrowing_independent_validation_gate,mean_reversion,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_spike_funded_mr_borrowing_independent_validation_gate\current\v5f_spike_mr_validation_summary.json,
v5f_spike_mr_prebacktest_to_backtest_jq_sim,v5f_spike_mr_prebacktest_to_backtest_jq_sim,mean_reversion,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_spike_mr_prebacktest_to_backtest_jq_sim\current\v5f_spike_mr_prebacktest_to_backtest_jq_sim_summary.json,
v5f_spike_mr_signal_quality_filter_spec,v5f_spike_mr_signal_quality_filter_spec,mean_reversion,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_spike_mr_signal_quality_filter_spec\current\v5f_spike_mr_signal_quality_filter_summary.json,
v5f_spike_mr_sleeve_threshold_effectiveness_audit,v5f_spike_mr_sleeve_threshold_effectiveness_audit,mean_reversion,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5f_spike_mr_sleeve_threshold_effectiveness_audit\current\v5f_spike_mr_threshold_effectiveness_summary.json,
v5f_structural_rough_screen,v5f_structural_rough_screen,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5f_structural_rough_screen\current\v5f_structural_rough_screen_summary.json,
v5f_v57f_qv_mr_combination,v5f_v57f_qv_mr_combination,v57f_baseline,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5f_v57f_qv_mr_combination\current\v5f_v57f_qv_mr_combination_summary.json,
v5f_value_momentum_reversion_balance_test,v5f_value_momentum_reversion_balance_test,momentum_overlay,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5f_value_momentum_reversion_balance_test\current\v5f_vmr_balance_summary.json,
v5g_01_state_gated_internal_subsleeve_limited_engineering,v5g_01_state_gated_internal_subsleeve_limited_engineering,momentum_overlay,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5g_01_state_gated_internal_subsleeve_limited_engineering\current\v5g_01_state_gated_engineering_summary.json,
